Patient,Position,Method,Decoding TW,Accuracy
S26,p1,Kumar,0.01S,0.33783783783783783
S26,p1,Kumar,0.01S,0.32432432432432434
S26,p1,Kumar,0.01S,0.32432432432432434
S26,p1,Kumar,0.01S,0.33783783783783783
S26,p1,Kumar,0.01S,0.34459459459459457
S26,p1,Kumar,0.01S,0.31756756756756754
S26,p1,Kumar,0.01S,0.34459459459459457
S26,p1,Kumar,0.01S,0.33783783783783783
S26,p1,Kumar,0.01S,0.3310810810810811
S26,p1,MFA,0.025S,0.38926174496644295
S26,p1,MFA,0.025S,0.3825503355704698
S26,p1,MFA,0.025S,0.348993288590604
S26,p1,MFA,0.025S,0.3624161073825503
S26,p1,MFA,0.025S,0.37583892617449666
S26,p1,MFA,0.025S,0.3825503355704698
S26,p1,MFA,0.025S,0.33557046979865773
S26,p1,MFA,0.025S,0.3624161073825503
S26,p1,MFA,0.025S,0.3221476510067114
S26,p1,MFA,0.025S,0.38926174496644295
S26,p1,MFA,0.015S,0.348993288590604
S26,p1,MFA,0.015S,0.38926174496644295
S26,p1,MFA,0.015S,0.3825503355704698
S26,p1,MFA,0.015S,0.3691275167785235
S26,p1,MFA,0.015S,0.3691275167785235
S26,p1,MFA,0.015S,0.3959731543624161
S26,p1,MFA,0.015S,0.37583892617449666
S26,p1,MFA,0.015S,0.3691275167785235
S26,p1,MFA,0.015S,0.3422818791946309
S26,p1,MFA,0.015S,0.37583892617449666
S26,p1,MFA,0.01S,0.3691275167785235
S26,p1,MFA,0.01S,0.35570469798657717
S26,p1,MFA,0.01S,0.3624161073825503
S26,p1,MFA,0.01S,0.3624161073825503
S26,p1,MFA,0.01S,0.3691275167785235
S26,p1,MFA,0.01S,0.37583892617449666
S26,p1,MFA,0.01S,0.348993288590604
S26,p1,MFA,0.01S,0.3691275167785235
S26,p1,MFA,0.01S,0.3959731543624161
S26,p1,MFA,0.01S,0.35570469798657717
S26,p2,Kumar,0.025S,0.32432432432432434
S26,p2,Kumar,0.025S,0.2905405405405405
S26,p2,Kumar,0.025S,0.32432432432432434
S26,p2,Kumar,0.025S,0.31756756756756754
S26,p2,Kumar,0.025S,0.32432432432432434
S26,p2,Kumar,0.025S,0.3310810810810811
S26,p2,Kumar,0.025S,0.31756756756756754
S26,p2,Kumar,0.025S,0.32432432432432434
S26,p2,Kumar,0.025S,0.30405405405405406
S26,p2,Kumar,0.025S,0.3310810810810811
S26,p2,Kumar,0.015S,0.32432432432432434
S26,p2,Kumar,0.015S,0.3310810810810811
S26,p2,Kumar,0.015S,0.31756756756756754
S26,p2,Kumar,0.015S,0.31756756756756754
S26,p2,Kumar,0.015S,0.32432432432432434
S26,p2,Kumar,0.015S,0.30405405405405406
S26,p2,Kumar,0.015S,0.31756756756756754
S26,p2,Kumar,0.015S,0.30405405405405406
S26,p2,Kumar,0.015S,0.31756756756756754
S26,p2,Kumar,0.015S,0.31756756756756754
S26,p2,Kumar,0.01S,0.30405405405405406
S26,p2,Kumar,0.01S,0.30405405405405406
S26,p2,Kumar,0.01S,0.30405405405405406
S26,p2,Kumar,0.01S,0.30405405405405406
S26,p2,Kumar,0.01S,0.31756756756756754
S26,p2,Kumar,0.01S,0.30405405405405406
S26,p2,Kumar,0.01S,0.3108108108108108
S26,p2,Kumar,0.01S,0.3108108108108108
S26,p2,Kumar,0.01S,0.3310810810810811
S26,p2,Kumar,0.01S,0.2972972972972973
S26,p2,MFA,0.025S,0.348993288590604
S26,p2,MFA,0.025S,0.33557046979865773
S26,p2,MFA,0.025S,0.3422818791946309
S26,p2,MFA,0.025S,0.348993288590604
S26,p2,MFA,0.025S,0.3422818791946309
S26,p2,MFA,0.025S,0.348993288590604
S26,p2,MFA,0.025S,0.348993288590604
S26,p2,MFA,0.025S,0.35570469798657717
S26,p2,MFA,0.025S,0.3422818791946309
S26,p2,MFA,0.025S,0.348993288590604
S26,p2,MFA,0.015S,0.348993288590604
S26,p2,MFA,0.015S,0.3422818791946309
S26,p2,MFA,0.015S,0.35570469798657717
S26,p2,MFA,0.015S,0.35570469798657717
S26,p2,MFA,0.015S,0.33557046979865773
S26,p2,MFA,0.015S,0.35570469798657717
S26,p2,MFA,0.015S,0.33557046979865773
S26,p2,MFA,0.015S,0.348993288590604
S26,p2,MFA,0.015S,0.3422818791946309
S26,p2,MFA,0.015S,0.348993288590604
S26,p2,MFA,0.01S,0.348993288590604
S26,p2,MFA,0.01S,0.3221476510067114
S26,p2,MFA,0.01S,0.348993288590604
S26,p2,MFA,0.01S,0.3221476510067114
S26,p2,MFA,0.01S,0.3288590604026846
S26,p2,MFA,0.01S,0.3288590604026846
S26,p2,MFA,0.01S,0.3422818791946309
S26,p2,MFA,0.01S,0.3288590604026846
S26,p2,MFA,0.01S,0.3624161073825503
S26,p2,MFA,0.01S,0.35570469798657717
S26,p3,Kumar,0.025S,0.28378378378378377
S26,p3,Kumar,0.025S,0.30405405405405406
S26,p3,Kumar,0.025S,0.2972972972972973
S26,p3,Kumar,0.025S,0.2905405405405405
S26,p3,Kumar,0.025S,0.28378378378378377
S26,p3,Kumar,0.025S,0.2972972972972973
S26,p3,Kumar,0.025S,0.2702702702702703
S26,p3,Kumar,0.025S,0.2905405405405405
S26,p3,Kumar,0.025S,0.2905405405405405
S26,p3,Kumar,0.025S,0.28378378378378377
S26,p3,Kumar,0.015S,0.28378378378378377
S26,p3,Kumar,0.015S,0.25
S26,p3,Kumar,0.015S,0.27702702702702703
S26,p3,Kumar,0.015S,0.27702702702702703
S26,p3,Kumar,0.015S,0.27702702702702703
S26,p3,Kumar,0.015S,0.2635135135135135
S26,p3,Kumar,0.015S,0.2635135135135135
S26,p3,Kumar,0.015S,0.2635135135135135
S26,p3,Kumar,0.015S,0.27702702702702703
S26,p3,Kumar,0.015S,0.2905405405405405
S26,p3,Kumar,0.01S,0.27702702702702703
S26,p3,Kumar,0.01S,0.2702702702702703
S26,p3,Kumar,0.01S,0.2905405405405405
S26,p3,Kumar,0.01S,0.2905405405405405
S26,p3,Kumar,0.01S,0.30405405405405406
S26,p3,Kumar,0.01S,0.27702702702702703
S26,p3,Kumar,0.01S,0.30405405405405406
S26,p3,Kumar,0.01S,0.3108108108108108
S26,p3,Kumar,0.01S,0.2635135135135135
S26,p3,Kumar,0.01S,0.27702702702702703
S26,p3,MFA,0.025S,0.2751677852348993
S26,p3,MFA,0.025S,0.2348993288590604
S26,p3,MFA,0.025S,0.22818791946308725
S26,p3,MFA,0.025S,0.2348993288590604
S26,p3,MFA,0.025S,0.24161073825503357
S26,p3,MFA,0.025S,0.2348993288590604
S26,p3,MFA,0.025S,0.26174496644295303
S26,p3,MFA,0.025S,0.2684563758389262
S26,p3,MFA,0.025S,0.26174496644295303
S26,p3,MFA,0.025S,0.2483221476510067
S26,p3,MFA,0.015S,0.22818791946308725
S26,p3,MFA,0.015S,0.2483221476510067
S26,p3,MFA,0.015S,0.2483221476510067
S26,p3,MFA,0.015S,0.2214765100671141
S26,p3,MFA,0.015S,0.2348993288590604
S26,p3,MFA,0.015S,0.22818791946308725
S26,p3,MFA,0.015S,0.22818791946308725
S26,p3,MFA,0.015S,0.28187919463087246
S26,p3,MFA,0.015S,0.24161073825503357
S26,p3,MFA,0.015S,0.24161073825503357
S26,p3,MFA,0.01S,0.24161073825503357
S26,p3,MFA,0.01S,0.2550335570469799
S26,p3,MFA,0.01S,0.28187919463087246
S26,p3,MFA,0.01S,0.2550335570469799
S26,p3,MFA,0.01S,0.26174496644295303
S26,p3,MFA,0.01S,0.26174496644295303
S26,p3,MFA,0.01S,0.2550335570469799
S26,p3,MFA,0.01S,0.2080536912751678
S26,p3,MFA,0.01S,0.2483221476510067
S26,p3,MFA,0.01S,0.2550335570469799
S33,p1,Kumar,0.025S,0.32608695652173914
S33,p1,Kumar,0.025S,0.32608695652173914
S33,p1,Kumar,0.025S,0.3695652173913043
S33,p1,Kumar,0.025S,0.34782608695652173
S33,p1,Kumar,0.025S,0.30434782608695654
S33,p1,Kumar,0.025S,0.41304347826086957
S33,p1,Kumar,0.025S,0.30434782608695654
S33,p1,Kumar,0.025S,0.30434782608695654
S33,p1,Kumar,0.025S,0.43478260869565216
S33,p1,Kumar,0.025S,0.32608695652173914
S33,p1,Kumar,0.015S,0.32608695652173914
S33,p1,Kumar,0.015S,0.34782608695652173
S33,p1,Kumar,0.015S,0.41304347826086957
S33,p1,Kumar,0.015S,0.30434782608695654
S33,p1,Kumar,0.015S,0.3695652173913043
S33,p1,Kumar,0.015S,0.30434782608695654
S33,p1,Kumar,0.015S,0.2391304347826087
S33,p1,Kumar,0.015S,0.32608695652173914
S33,p1,Kumar,0.015S,0.32608695652173914
S33,p1,Kumar,0.015S,0.391304347826087
S33,p1,Kumar,0.01S,0.3695652173913043
S33,p1,Kumar,0.01S,0.32608695652173914
S33,p1,Kumar,0.01S,0.32608695652173914
S33,p1,Kumar,0.01S,0.2826086956521739
S33,p1,Kumar,0.01S,0.43478260869565216
S33,p1,Kumar,0.01S,0.32608695652173914
S33,p1,Kumar,0.01S,0.41304347826086957
S33,p1,Kumar,0.01S,0.391304347826087
S33,p1,Kumar,0.01S,0.3695652173913043
S33,p1,Kumar,0.01S,0.34782608695652173
S33,p1,MFA,0.025S,0.2826086956521739
S33,p1,MFA,0.025S,0.34782608695652173
S33,p1,MFA,0.025S,0.34782608695652173
S33,p1,MFA,0.025S,0.32608695652173914
S33,p1,MFA,0.025S,0.2826086956521739
S33,p1,MFA,0.025S,0.3695652173913043
S33,p1,MFA,0.025S,0.34782608695652173
S33,p1,MFA,0.025S,0.32608695652173914
S33,p1,MFA,0.025S,0.34782608695652173
S33,p1,MFA,0.025S,0.30434782608695654
S33,p1,MFA,0.015S,0.2826086956521739
S33,p1,MFA,0.015S,0.2826086956521739
S33,p1,MFA,0.015S,0.2608695652173913
S33,p1,MFA,0.015S,0.2826086956521739
S33,p1,MFA,0.015S,0.3695652173913043
S33,p1,MFA,0.015S,0.43478260869565216
S33,p1,MFA,0.015S,0.2826086956521739
S33,p1,MFA,0.015S,0.30434782608695654
S33,p1,MFA,0.015S,0.32608695652173914
S33,p1,MFA,0.015S,0.30434782608695654
S33,p1,MFA,0.01S,0.41304347826086957
S33,p1,MFA,0.01S,0.41304347826086957
S33,p1,MFA,0.01S,0.41304347826086957
S33,p1,MFA,0.01S,0.2826086956521739
S33,p1,MFA,0.01S,0.32608695652173914
S33,p1,MFA,0.01S,0.34782608695652173
S33,p1,MFA,0.01S,0.391304347826087
S33,p1,MFA,0.01S,0.34782608695652173
S33,p1,MFA,0.01S,0.30434782608695654
S33,p1,MFA,0.01S,0.3695652173913043
S33,p2,Kumar,0.025S,0.17391304347826086
S33,p2,Kumar,0.025S,0.2826086956521739
S33,p2,Kumar,0.025S,0.15217391304347827
S33,p2,Kumar,0.025S,0.21739130434782608
S33,p2,Kumar,0.025S,0.2391304347826087
S33,p2,Kumar,0.025S,0.21739130434782608
S33,p2,Kumar,0.025S,0.2608695652173913
S33,p2,Kumar,0.025S,0.2391304347826087
S33,p2,Kumar,0.025S,0.21739130434782608
S33,p2,Kumar,0.025S,0.1956521739130435
S33,p2,Kumar,0.015S,0.2608695652173913
S33,p2,Kumar,0.015S,0.1956521739130435
S33,p2,Kumar,0.015S,0.2391304347826087
S33,p2,Kumar,0.015S,0.2391304347826087
S33,p2,Kumar,0.015S,0.21739130434782608
S33,p2,Kumar,0.015S,0.2391304347826087
S33,p2,Kumar,0.015S,0.2391304347826087
S33,p2,Kumar,0.015S,0.1956521739130435
S33,p2,Kumar,0.015S,0.2391304347826087
S33,p2,Kumar,0.015S,0.17391304347826086
S33,p2,Kumar,0.01S,0.2826086956521739
S33,p2,Kumar,0.01S,0.2391304347826087
S33,p2,Kumar,0.01S,0.2608695652173913
S33,p2,Kumar,0.01S,0.2608695652173913
S33,p2,Kumar,0.01S,0.21739130434782608
S33,p2,Kumar,0.01S,0.21739130434782608
S33,p2,Kumar,0.01S,0.21739130434782608
S33,p2,Kumar,0.01S,0.2391304347826087
S33,p2,Kumar,0.01S,0.1956521739130435
S33,p2,Kumar,0.01S,0.15217391304347827
S33,p2,MFA,0.025S,0.2391304347826087
S33,p2,MFA,0.025S,0.17391304347826086
S33,p2,MFA,0.025S,0.2391304347826087
S33,p2,MFA,0.025S,0.2391304347826087
S33,p2,MFA,0.025S,0.1956521739130435
S33,p2,MFA,0.025S,0.1956521739130435
S33,p2,MFA,0.025S,0.2608695652173913
S33,p2,MFA,0.025S,0.2391304347826087
S33,p2,MFA,0.025S,0.21739130434782608
S33,p2,MFA,0.025S,0.2608695652173913
S33,p2,MFA,0.015S,0.30434782608695654
S33,p2,MFA,0.015S,0.2608695652173913
S33,p2,MFA,0.015S,0.2826086956521739
S33,p2,MFA,0.015S,0.2391304347826087
S33,p2,MFA,0.015S,0.30434782608695654
S33,p2,MFA,0.015S,0.2608695652173913
S33,p2,MFA,0.015S,0.1956521739130435
S33,p2,MFA,0.015S,0.2608695652173913
S33,p2,MFA,0.015S,0.21739130434782608
S33,p2,MFA,0.015S,0.21739130434782608
S33,p2,MFA,0.01S,0.21739130434782608
S33,p2,MFA,0.01S,0.1956521739130435
S33,p2,MFA,0.01S,0.32608695652173914
S33,p2,MFA,0.01S,0.15217391304347827
S33,p2,MFA,0.01S,0.2826086956521739
S33,p2,MFA,0.01S,0.21739130434782608
S33,p2,MFA,0.01S,0.2608695652173913
S33,p2,MFA,0.01S,0.2608695652173913
S33,p2,MFA,0.01S,0.1956521739130435
S33,p2,MFA,0.01S,0.1956521739130435
S33,p3,Kumar,0.025S,0.34782608695652173
S33,p3,Kumar,0.025S,0.21739130434782608
S33,p3,Kumar,0.025S,0.3695652173913043
S33,p3,Kumar,0.025S,0.17391304347826086
S33,p3,Kumar,0.025S,0.1956521739130435
S33,p3,Kumar,0.025S,0.2391304347826087
S33,p3,Kumar,0.025S,0.2608695652173913
S33,p3,Kumar,0.025S,0.2391304347826087
S33,p3,Kumar,0.025S,0.2608695652173913
S33,p3,Kumar,0.025S,0.30434782608695654
S33,p3,Kumar,0.015S,0.30434782608695654
S33,p3,Kumar,0.015S,0.2608695652173913
S33,p3,Kumar,0.015S,0.17391304347826086
S33,p3,Kumar,0.015S,0.2826086956521739
S33,p3,Kumar,0.015S,0.21739130434782608
S33,p3,Kumar,0.015S,0.30434782608695654
S33,p3,Kumar,0.015S,0.34782608695652173
S33,p3,Kumar,0.015S,0.391304347826087
S33,p3,Kumar,0.015S,0.21739130434782608
S33,p3,Kumar,0.015S,0.34782608695652173
S33,p3,Kumar,0.01S,0.2826086956521739
S33,p3,Kumar,0.01S,0.32608695652173914
S33,p3,Kumar,0.01S,0.1956521739130435
S33,p3,Kumar,0.01S,0.2391304347826087
S33,p3,Kumar,0.01S,0.30434782608695654
S33,p3,Kumar,0.01S,0.2608695652173913
S33,p3,Kumar,0.01S,0.2608695652173913
S33,p3,Kumar,0.01S,0.2608695652173913
S33,p3,Kumar,0.01S,0.2826086956521739
S33,p3,Kumar,0.01S,0.3695652173913043
S33,p3,MFA,0.025S,0.21739130434782608
S33,p3,MFA,0.025S,0.15217391304347827
S33,p3,MFA,0.025S,0.1956521739130435
S33,p3,MFA,0.025S,0.17391304347826086
S33,p3,MFA,0.025S,0.1956521739130435
S33,p3,MFA,0.025S,0.21739130434782608
S33,p3,MFA,0.025S,0.17391304347826086
S33,p3,MFA,0.025S,0.13043478260869565
S33,p3,MFA,0.025S,0.15217391304347827
S33,p3,MFA,0.025S,0.15217391304347827
S33,p3,MFA,0.015S,0.2391304347826087
S33,p3,MFA,0.015S,0.2391304347826087
S33,p3,MFA,0.015S,0.2391304347826087
S33,p3,MFA,0.015S,0.1956521739130435
S33,p3,MFA,0.015S,0.1956521739130435
S33,p3,MFA,0.015S,0.13043478260869565
S33,p3,MFA,0.015S,0.13043478260869565
S33,p3,MFA,0.015S,0.08695652173913043
S33,p3,MFA,0.015S,0.13043478260869565
S33,p3,MFA,0.015S,0.1956521739130435
S33,p3,MFA,0.01S,0.17391304347826086
S33,p3,MFA,0.01S,0.21739130434782608
S33,p3,MFA,0.01S,0.2391304347826087
S33,p3,MFA,0.01S,0.10869565217391304
S33,p3,MFA,0.01S,0.17391304347826086
S33,p3,MFA,0.01S,0.13043478260869565
S33,p3,MFA,0.01S,0.1956521739130435
S33,p3,MFA,0.01S,0.1956521739130435
S33,p3,MFA,0.01S,0.15217391304347827
S33,p3,MFA,0.01S,0.15217391304347827
