Patient,Position,Method,Decoding TW,Accuracy
S22,p3,MFA,0.6S,0.17105263157894737
S22,p3,MFA,0.6S,0.16447368421052633
S22,p3,MFA,0.4S,0.15789473684210525
S22,p3,MFA,0.4S,0.17763157894736842
S22,p3,MFA,0.4S,0.19078947368421054
S22,p3,MFA,0.4S,0.16447368421052633
S22,p3,MFA,0.4S,0.14473684210526316
S22,p3,MFA,0.4S,0.13815789473684212
S22,p3,MFA,0.4S,0.14473684210526316
S22,p3,MFA,0.4S,0.17763157894736842
S22,p3,MFA,0.4S,0.17105263157894737
S22,p3,MFA,0.4S,0.17105263157894737
S22,p3,MFA,0.2S,0.13815789473684212
S22,p3,MFA,0.2S,0.14473684210526316
S22,p3,MFA,0.2S,0.11842105263157894
S22,p3,MFA,0.2S,0.125
S22,p3,MFA,0.2S,0.13815789473684212
S22,p3,MFA,0.2S,0.11842105263157894
S22,p3,MFA,0.2S,0.11842105263157894
S22,p3,MFA,0.2S,0.125
S22,p3,MFA,0.2S,0.13157894736842105
S22,p3,MFA,0.2S,0.10526315789473684
S23,p1,Kumar,1S,0.2847682119205298
S23,p1,Kumar,1S,0.25165562913907286
S23,p1,Kumar,1S,0.24503311258278146
S23,p1,Kumar,1S,0.2980132450331126
S23,p1,Kumar,1S,0.2980132450331126
S23,p1,Kumar,1S,0.2582781456953642
S23,p1,Kumar,1S,0.2913907284768212
S23,p1,Kumar,1S,0.271523178807947
S23,p1,Kumar,1S,0.2847682119205298
S23,p1,Kumar,1S,0.2781456953642384
S23,p1,Kumar,0.8S,0.31788079470198677
S23,p1,Kumar,0.8S,0.31125827814569534
S23,p1,Kumar,0.8S,0.31125827814569534
S23,p1,Kumar,0.8S,0.31788079470198677
S23,p1,Kumar,0.8S,0.32450331125827814
S23,p1,Kumar,0.8S,0.304635761589404
S23,p1,Kumar,0.8S,0.304635761589404
S23,p1,Kumar,0.8S,0.31788079470198677
S23,p1,Kumar,0.8S,0.2781456953642384
S23,p1,Kumar,0.8S,0.304635761589404
S23,p1,Kumar,0.6S,0.2980132450331126
S23,p1,Kumar,0.6S,0.304635761589404
S23,p1,Kumar,0.6S,0.31788079470198677
S23,p1,Kumar,0.6S,0.33112582781456956
S23,p1,Kumar,0.6S,0.31788079470198677
S23,p1,Kumar,0.6S,0.33774834437086093
S23,p1,Kumar,0.6S,0.2980132450331126
S23,p1,Kumar,0.6S,0.31125827814569534
S23,p1,Kumar,0.6S,0.2847682119205298
S23,p1,Kumar,0.6S,0.2781456953642384
S23,p1,Kumar,0.4S,0.2913907284768212
S23,p1,Kumar,0.4S,0.304635761589404
S23,p1,Kumar,0.4S,0.31125827814569534
S23,p1,Kumar,0.4S,0.271523178807947
S23,p1,Kumar,0.4S,0.2847682119205298
S23,p1,Kumar,0.4S,0.271523178807947
S23,p1,Kumar,0.4S,0.31125827814569534
S23,p1,Kumar,0.4S,0.2847682119205298
S23,p1,Kumar,0.4S,0.2913907284768212
S23,p1,Kumar,0.4S,0.2781456953642384
S23,p1,Kumar,0.2S,0.2052980132450331
S23,p1,Kumar,0.2S,0.2251655629139073
S23,p1,Kumar,0.2S,0.2185430463576159
S23,p1,Kumar,0.2S,0.23841059602649006
S23,p1,Kumar,0.2S,0.23841059602649006
S23,p1,Kumar,0.2S,0.23178807947019867
S23,p1,Kumar,0.2S,0.2185430463576159
S23,p1,Kumar,0.2S,0.2582781456953642
S23,p1,Kumar,0.2S,0.23841059602649006
S23,p1,Kumar,0.2S,0.2251655629139073
S23,p1,MFA,1S,0.2922077922077922
S23,p1,MFA,1S,0.2597402597402597
S23,p1,MFA,1S,0.2857142857142857
S23,p1,MFA,1S,0.2987012987012987
S23,p1,MFA,1S,0.2727272727272727
S23,p1,MFA,1S,0.22727272727272727
S23,p1,MFA,1S,0.2532467532467532
S23,p1,MFA,1S,0.2727272727272727
S23,p1,MFA,1S,0.2792207792207792
S23,p1,MFA,1S,0.2662337662337662
S23,p1,MFA,0.8S,0.24675324675324675
S23,p1,MFA,0.8S,0.24675324675324675
S23,p1,MFA,0.8S,0.2597402597402597
S23,p1,MFA,0.8S,0.23376623376623376
S23,p1,MFA,0.8S,0.2857142857142857
S23,p1,MFA,0.8S,0.2597402597402597
S23,p1,MFA,0.8S,0.24025974025974026
S23,p1,MFA,0.8S,0.23376623376623376
S23,p1,MFA,0.8S,0.2662337662337662
S23,p1,MFA,0.8S,0.2532467532467532
S23,p1,MFA,0.6S,0.2532467532467532
S23,p1,MFA,0.6S,0.24675324675324675
S23,p1,MFA,0.6S,0.22077922077922077
S23,p1,MFA,0.6S,0.24025974025974026
S23,p1,MFA,0.6S,0.2532467532467532
S23,p1,MFA,0.6S,0.24025974025974026
S23,p1,MFA,0.6S,0.2012987012987013
S23,p1,MFA,0.6S,0.24025974025974026
S23,p1,MFA,0.6S,0.2727272727272727
S23,p1,MFA,0.6S,0.24025974025974026
S23,p1,MFA,0.4S,0.24675324675324675
S23,p1,MFA,0.4S,0.23376623376623376
S23,p1,MFA,0.4S,0.2597402597402597
S23,p1,MFA,0.4S,0.2532467532467532
S23,p1,MFA,0.4S,0.23376623376623376
S23,p1,MFA,0.4S,0.2532467532467532
S23,p1,MFA,0.4S,0.2922077922077922
S23,p1,MFA,0.4S,0.2922077922077922
S23,p1,MFA,0.4S,0.2922077922077922
S23,p1,MFA,0.4S,0.2727272727272727
S23,p1,MFA,0.2S,0.18181818181818182
S23,p1,MFA,0.2S,0.18181818181818182
S23,p1,MFA,0.2S,0.2012987012987013
S23,p1,MFA,0.2S,0.22077922077922077
S23,p1,MFA,0.2S,0.19480519480519481
S23,p1,MFA,0.2S,0.23376623376623376
S23,p1,MFA,0.2S,0.18831168831168832
S23,p1,MFA,0.2S,0.21428571428571427
S23,p1,MFA,0.2S,0.23376623376623376
S23,p1,MFA,0.2S,0.18181818181818182
S23,p2,Kumar,1S,0.2980132450331126
S23,p2,Kumar,1S,0.26490066225165565
S23,p2,Kumar,1S,0.31788079470198677
S23,p2,Kumar,1S,0.2781456953642384
S23,p2,Kumar,1S,0.31125827814569534
S23,p2,Kumar,1S,0.2913907284768212
S23,p2,Kumar,1S,0.2980132450331126
S23,p2,Kumar,1S,0.2781456953642384
S23,p2,Kumar,1S,0.2980132450331126
S23,p2,Kumar,1S,0.2847682119205298
S23,p2,Kumar,0.8S,0.271523178807947
S23,p2,Kumar,0.8S,0.2847682119205298
S23,p2,Kumar,0.8S,0.304635761589404
S23,p2,Kumar,0.8S,0.2913907284768212
S23,p2,Kumar,0.8S,0.2847682119205298
S23,p2,Kumar,0.8S,0.31125827814569534
S23,p2,Kumar,0.8S,0.26490066225165565
S23,p2,Kumar,0.8S,0.271523178807947
S23,p2,Kumar,0.8S,0.2847682119205298
S23,p2,Kumar,0.8S,0.2913907284768212
S23,p2,Kumar,0.6S,0.2847682119205298
S23,p2,Kumar,0.6S,0.2582781456953642
S23,p2,Kumar,0.6S,0.2980132450331126
S23,p2,Kumar,0.6S,0.2847682119205298
S23,p2,Kumar,0.6S,0.2913907284768212
S23,p2,Kumar,0.6S,0.24503311258278146
S23,p2,Kumar,0.6S,0.271523178807947
S23,p2,Kumar,0.6S,0.2781456953642384
S23,p2,Kumar,0.6S,0.24503311258278146
S23,p2,Kumar,0.6S,0.2582781456953642
S23,p2,Kumar,0.4S,0.2847682119205298
S23,p2,Kumar,0.4S,0.2781456953642384
S23,p2,Kumar,0.4S,0.2913907284768212
S23,p2,Kumar,0.4S,0.2913907284768212
S23,p2,Kumar,0.4S,0.2980132450331126
S23,p2,Kumar,0.4S,0.25165562913907286
S23,p2,Kumar,0.4S,0.304635761589404
S23,p2,Kumar,0.4S,0.2980132450331126
S23,p2,Kumar,0.4S,0.2847682119205298
S23,p2,Kumar,0.4S,0.2980132450331126
S23,p2,Kumar,0.2S,0.1986754966887417
S23,p2,Kumar,0.2S,0.24503311258278146
S23,p2,Kumar,0.2S,0.23178807947019867
S23,p2,Kumar,0.2S,0.2251655629139073
S23,p2,Kumar,0.2S,0.18543046357615894
S23,p2,Kumar,0.2S,0.18543046357615894
S23,p2,Kumar,0.2S,0.2251655629139073
S23,p2,Kumar,0.2S,0.2251655629139073
S23,p2,Kumar,0.2S,0.2119205298013245
S23,p2,Kumar,0.2S,0.2185430463576159
S23,p2,MFA,1S,0.2792207792207792
S23,p2,MFA,1S,0.2597402597402597
S23,p2,MFA,1S,0.24675324675324675
S23,p2,MFA,1S,0.2662337662337662
S23,p2,MFA,1S,0.2597402597402597
S23,p2,MFA,1S,0.2662337662337662
S23,p2,MFA,1S,0.2532467532467532
S23,p2,MFA,1S,0.2662337662337662
S23,p2,MFA,1S,0.24675324675324675
S23,p2,MFA,1S,0.2597402597402597
S23,p2,MFA,0.8S,0.2727272727272727
S23,p2,MFA,0.8S,0.2597402597402597
S23,p2,MFA,0.8S,0.24675324675324675
S23,p2,MFA,0.8S,0.2532467532467532
S23,p2,MFA,0.8S,0.23376623376623376
S23,p2,MFA,0.8S,0.2792207792207792
S23,p2,MFA,0.8S,0.2727272727272727
S23,p2,MFA,0.8S,0.24025974025974026
S23,p2,MFA,0.8S,0.2662337662337662
S23,p2,MFA,0.8S,0.2662337662337662
S23,p2,MFA,0.6S,0.3051948051948052
S23,p2,MFA,0.6S,0.3051948051948052
S23,p2,MFA,0.6S,0.2662337662337662
S23,p2,MFA,0.6S,0.2987012987012987
S23,p2,MFA,0.6S,0.2727272727272727
S23,p2,MFA,0.6S,0.2532467532467532
S23,p2,MFA,0.6S,0.2857142857142857
S23,p2,MFA,0.6S,0.2922077922077922
S23,p2,MFA,0.6S,0.3246753246753247
S23,p2,MFA,0.6S,0.2662337662337662
S23,p2,MFA,0.4S,0.24025974025974026
S23,p2,MFA,0.4S,0.24025974025974026
S23,p2,MFA,0.4S,0.22727272727272727
S23,p2,MFA,0.4S,0.2597402597402597
S23,p2,MFA,0.4S,0.2532467532467532
S23,p2,MFA,0.4S,0.24675324675324675
S23,p2,MFA,0.4S,0.23376623376623376
S23,p2,MFA,0.4S,0.22727272727272727
S23,p2,MFA,0.4S,0.24675324675324675
S23,p2,MFA,0.4S,0.23376623376623376
S23,p2,MFA,0.2S,0.2077922077922078
S23,p2,MFA,0.2S,0.18831168831168832
S23,p2,MFA,0.2S,0.18831168831168832
S23,p2,MFA,0.2S,0.22077922077922077
S23,p2,MFA,0.2S,0.2077922077922078
S23,p2,MFA,0.2S,0.16883116883116883
S23,p2,MFA,0.2S,0.22077922077922077
S23,p2,MFA,0.2S,0.2077922077922078
S23,p2,MFA,0.2S,0.18181818181818182
S23,p2,MFA,0.2S,0.21428571428571427
S23,p3,Kumar,1S,0.23841059602649006
S23,p3,Kumar,1S,0.271523178807947
S23,p3,Kumar,1S,0.23178807947019867
S23,p3,Kumar,1S,0.2582781456953642
S23,p3,Kumar,1S,0.2980132450331126
S23,p3,Kumar,1S,0.2119205298013245
S23,p3,Kumar,1S,0.23178807947019867
S23,p3,Kumar,1S,0.25165562913907286
S23,p3,Kumar,1S,0.271523178807947
S23,p3,Kumar,1S,0.24503311258278146
S23,p3,Kumar,0.8S,0.23178807947019867
S23,p3,Kumar,0.8S,0.23178807947019867
S23,p3,Kumar,0.8S,0.2185430463576159
S23,p3,Kumar,0.8S,0.23841059602649006
S23,p3,Kumar,0.8S,0.2582781456953642
S23,p3,Kumar,0.8S,0.24503311258278146
S23,p3,Kumar,0.8S,0.23841059602649006
S23,p3,Kumar,0.8S,0.23178807947019867
S23,p3,Kumar,0.8S,0.2582781456953642
S23,p3,Kumar,0.8S,0.2251655629139073
S23,p3,Kumar,0.6S,0.18543046357615894
S23,p3,Kumar,0.6S,0.1986754966887417
S23,p3,Kumar,0.6S,0.2185430463576159
S23,p3,Kumar,0.6S,0.19205298013245034
S23,p3,Kumar,0.6S,0.23178807947019867
S23,p3,Kumar,0.6S,0.2119205298013245
S23,p3,Kumar,0.6S,0.1986754966887417
S23,p3,Kumar,0.6S,0.2185430463576159
S23,p3,Kumar,0.6S,0.2119205298013245
S23,p3,Kumar,0.6S,0.2251655629139073
S23,p3,Kumar,0.4S,0.18543046357615894
S23,p3,Kumar,0.4S,0.19205298013245034
S23,p3,Kumar,0.4S,0.152317880794702
S23,p3,Kumar,0.4S,0.1986754966887417
S23,p3,Kumar,0.4S,0.2251655629139073
S23,p3,Kumar,0.4S,0.1986754966887417
S23,p3,Kumar,0.4S,0.17218543046357615
S23,p3,Kumar,0.4S,0.2185430463576159
S23,p3,Kumar,0.4S,0.2251655629139073
S23,p3,Kumar,0.4S,0.2185430463576159
S23,p3,Kumar,0.2S,0.16556291390728478
S23,p3,Kumar,0.2S,0.17218543046357615
S23,p3,Kumar,0.2S,0.17218543046357615
S23,p3,Kumar,0.2S,0.18543046357615894
S23,p3,Kumar,0.2S,0.17880794701986755
S23,p3,Kumar,0.2S,0.15894039735099338
S23,p3,Kumar,0.2S,0.16556291390728478
S23,p3,Kumar,0.2S,0.15894039735099338
S23,p3,Kumar,0.2S,0.2052980132450331
S23,p3,Kumar,0.2S,0.15894039735099338
S23,p3,MFA,1S,0.16233766233766234
S23,p3,MFA,1S,0.19480519480519481
S23,p3,MFA,1S,0.22727272727272727
S23,p3,MFA,1S,0.19480519480519481
S23,p3,MFA,1S,0.19480519480519481
S23,p3,MFA,1S,0.18181818181818182
S23,p3,MFA,1S,0.2077922077922078
S23,p3,MFA,1S,0.19480519480519481
S23,p3,MFA,1S,0.18181818181818182
S23,p3,MFA,1S,0.19480519480519481
S23,p3,MFA,0.8S,0.2012987012987013
S23,p3,MFA,0.8S,0.2012987012987013
S23,p3,MFA,0.8S,0.22077922077922077
S23,p3,MFA,0.8S,0.2077922077922078
S23,p3,MFA,0.8S,0.23376623376623376
S23,p3,MFA,0.8S,0.19480519480519481
S23,p3,MFA,0.8S,0.18181818181818182
S23,p3,MFA,0.8S,0.19480519480519481
S23,p3,MFA,0.8S,0.18831168831168832
S23,p3,MFA,0.8S,0.21428571428571427
S23,p3,MFA,0.6S,0.22727272727272727
S23,p3,MFA,0.6S,0.21428571428571427
S23,p3,MFA,0.6S,0.23376623376623376
S23,p3,MFA,0.6S,0.2012987012987013
S23,p3,MFA,0.6S,0.23376623376623376
S23,p3,MFA,0.6S,0.22077922077922077
S23,p3,MFA,0.6S,0.24025974025974026
S23,p3,MFA,0.6S,0.22727272727272727
S23,p3,MFA,0.6S,0.2077922077922078
S23,p3,MFA,0.6S,0.24675324675324675
S23,p3,MFA,0.4S,0.2532467532467532
S23,p3,MFA,0.4S,0.24025974025974026
S23,p3,MFA,0.4S,0.22077922077922077
S23,p3,MFA,0.4S,0.24675324675324675
S23,p3,MFA,0.4S,0.22727272727272727
S23,p3,MFA,0.4S,0.22727272727272727
S23,p3,MFA,0.4S,0.23376623376623376
S23,p3,MFA,0.4S,0.24025974025974026
S23,p3,MFA,0.4S,0.24675324675324675
S23,p3,MFA,0.4S,0.22077922077922077
S23,p3,MFA,0.2S,0.14935064935064934
S23,p3,MFA,0.2S,0.19480519480519481
S23,p3,MFA,0.2S,0.2012987012987013
S23,p3,MFA,0.2S,0.2012987012987013
S23,p3,MFA,0.2S,0.16883116883116883
S23,p3,MFA,0.2S,0.13636363636363635
S23,p3,MFA,0.2S,0.19480519480519481
S23,p3,MFA,0.2S,0.18831168831168832
S23,p3,MFA,0.2S,0.16883116883116883
S23,p3,MFA,0.2S,0.15584415584415584
S26,p1,Kumar,1S,0.5945945945945946
S26,p1,Kumar,1S,0.5608108108108109
S26,p1,Kumar,1S,0.6013513513513513
S26,p1,Kumar,1S,0.5945945945945946
S26,p1,Kumar,1S,0.5743243243243243
S26,p1,Kumar,1S,0.6148648648648649
S26,p1,Kumar,1S,0.6081081081081081
S26,p1,Kumar,1S,0.6081081081081081
S26,p1,Kumar,1S,0.581081081081081
S26,p1,Kumar,1S,0.5878378378378378
S26,p1,Kumar,0.8S,0.6081081081081081
S26,p1,Kumar,0.8S,0.5675675675675675
S26,p1,Kumar,0.8S,0.5675675675675675
S26,p1,Kumar,0.8S,0.5675675675675675
S26,p1,Kumar,0.8S,0.5472972972972973
S26,p1,Kumar,0.8S,0.5608108108108109
S26,p1,Kumar,0.8S,0.581081081081081
S26,p1,Kumar,0.8S,0.5405405405405406
S26,p1,Kumar,0.8S,0.5472972972972973
S26,p1,Kumar,0.8S,0.5405405405405406
S26,p1,Kumar,0.6S,0.527027027027027
S26,p1,Kumar,0.6S,0.5
S26,p1,Kumar,0.6S,0.5067567567567568
S26,p1,Kumar,0.6S,0.5405405405405406
S26,p1,Kumar,0.6S,0.5472972972972973
S26,p1,Kumar,0.6S,0.5
S26,p1,Kumar,0.6S,0.5
S26,p1,Kumar,0.6S,0.5337837837837838
S26,p1,Kumar,0.6S,0.5405405405405406
S26,p1,Kumar,0.6S,0.5472972972972973
S26,p1,Kumar,0.4S,0.4864864864864865
S26,p1,Kumar,0.4S,0.5067567567567568
S26,p1,Kumar,0.4S,0.4864864864864865
S26,p1,Kumar,0.4S,0.4594594594594595
S26,p1,Kumar,0.4S,0.4797297297297297
S26,p1,Kumar,0.4S,0.47297297297297297
S26,p1,Kumar,0.4S,0.49324324324324326
S26,p1,Kumar,0.4S,0.5135135135135135
S26,p1,Kumar,0.4S,0.5067567567567568
S26,p1,Kumar,0.4S,0.5067567567567568
S26,p1,Kumar,0.2S,0.42567567567567566
S26,p1,Kumar,0.2S,0.43243243243243246
S26,p1,Kumar,0.2S,0.40540540540540543
S26,p1,Kumar,0.2S,0.43243243243243246
S26,p1,Kumar,0.2S,0.42567567567567566
S26,p1,Kumar,0.2S,0.4527027027027027
S26,p1,Kumar,0.2S,0.41216216216216217
S26,p1,Kumar,0.2S,0.41216216216216217
S26,p1,Kumar,0.2S,0.43243243243243246
S26,p1,Kumar,0.2S,0.39864864864864863
S26,p1,MFA,1S,0.6241610738255033
S26,p1,MFA,1S,0.6241610738255033
S26,p1,MFA,1S,0.5973154362416108
S26,p1,MFA,1S,0.5973154362416108
S26,p1,MFA,1S,0.6308724832214765
S26,p1,MFA,1S,0.5906040268456376
S26,p1,MFA,1S,0.6241610738255033
S26,p1,MFA,1S,0.5973154362416108
S26,p1,MFA,1S,0.6174496644295302
S26,p1,MFA,1S,0.6174496644295302
S26,p1,MFA,0.8S,0.5704697986577181
S26,p1,MFA,0.8S,0.5570469798657718
S26,p1,MFA,0.8S,0.5704697986577181
S26,p1,MFA,0.8S,0.5704697986577181
S26,p1,MFA,0.8S,0.5771812080536913
S26,p1,MFA,0.8S,0.5771812080536913
S26,p1,MFA,0.8S,0.5570469798657718
S26,p1,MFA,0.8S,0.5704697986577181
S26,p1,MFA,0.8S,0.5436241610738255
S26,p1,MFA,0.8S,0.5503355704697986
S26,p1,MFA,0.6S,0.5570469798657718
S26,p1,MFA,0.6S,0.5369127516778524
S26,p1,MFA,0.6S,0.5570469798657718
S26,p1,MFA,0.6S,0.5436241610738255
S26,p1,MFA,0.6S,0.5570469798657718
S26,p1,MFA,0.6S,0.5369127516778524
S26,p1,MFA,0.6S,0.4966442953020134
S26,p1,MFA,0.6S,0.5503355704697986
S26,p1,MFA,0.6S,0.5771812080536913
S26,p1,MFA,0.6S,0.5369127516778524
S26,p1,MFA,0.4S,0.4899328859060403
S26,p1,MFA,0.4S,0.5100671140939598
S26,p1,MFA,0.4S,0.5234899328859061
S26,p1,MFA,0.4S,0.5234899328859061
S26,p1,MFA,0.4S,0.4966442953020134
S26,p1,MFA,0.4S,0.4899328859060403
S26,p1,MFA,0.4S,0.5033557046979866
S26,p1,MFA,0.4S,0.5302013422818792
S26,p1,MFA,0.4S,0.5100671140939598
S26,p1,MFA,0.4S,0.5100671140939598
S26,p1,MFA,0.2S,0.4899328859060403
S26,p1,MFA,0.2S,0.436241610738255
S26,p1,MFA,0.2S,0.4697986577181208
S26,p1,MFA,0.2S,0.4563758389261745
S26,p1,MFA,0.2S,0.47651006711409394
S26,p1,MFA,0.2S,0.47651006711409394
S26,p1,MFA,0.2S,0.4697986577181208
S26,p1,MFA,0.2S,0.436241610738255
S26,p1,MFA,0.2S,0.4563758389261745
S26,p1,MFA,0.2S,0.4697986577181208
S26,p2,Kumar,1S,0.5743243243243243
S26,p2,Kumar,1S,0.5878378378378378
S26,p2,Kumar,1S,0.5608108108108109
S26,p2,Kumar,1S,0.5743243243243243
S26,p2,Kumar,1S,0.5472972972972973
S26,p2,Kumar,1S,0.5945945945945946
S26,p2,Kumar,1S,0.5337837837837838
S26,p2,Kumar,1S,0.5608108108108109
S26,p2,Kumar,1S,0.5675675675675675
S26,p2,Kumar,1S,0.5945945945945946
S26,p2,Kumar,0.8S,0.5608108108108109
S26,p2,Kumar,0.8S,0.5945945945945946
S26,p2,Kumar,0.8S,0.5337837837837838
S26,p2,Kumar,0.8S,0.5608108108108109
S26,p2,Kumar,0.8S,0.581081081081081
S26,p2,Kumar,0.8S,0.6013513513513513
S26,p2,Kumar,0.8S,0.581081081081081
S26,p2,Kumar,0.8S,0.5608108108108109
S26,p2,Kumar,0.8S,0.581081081081081
S26,p2,Kumar,0.8S,0.581081081081081
S26,p2,Kumar,0.6S,0.581081081081081
S26,p2,Kumar,0.6S,0.5945945945945946
S26,p2,Kumar,0.6S,0.5675675675675675
S26,p2,Kumar,0.6S,0.5675675675675675
S26,p2,Kumar,0.6S,0.581081081081081
S26,p2,Kumar,0.6S,0.6081081081081081
S26,p2,Kumar,0.6S,0.581081081081081
S26,p2,Kumar,0.6S,0.5878378378378378
S26,p2,Kumar,0.6S,0.581081081081081
S26,p2,Kumar,0.6S,0.6081081081081081
S26,p2,Kumar,0.4S,0.6148648648648649
S26,p2,Kumar,0.4S,0.6351351351351351
S26,p2,Kumar,0.4S,0.5945945945945946
S26,p2,Kumar,0.4S,0.5608108108108109
S26,p2,Kumar,0.4S,0.6283783783783784
S26,p2,Kumar,0.4S,0.5878378378378378
S26,p2,Kumar,0.4S,0.6081081081081081
S26,p2,Kumar,0.4S,0.6486486486486487
S26,p2,Kumar,0.4S,0.5743243243243243
S26,p2,Kumar,0.4S,0.5945945945945946
S26,p2,Kumar,0.2S,0.5405405405405406
S26,p2,Kumar,0.2S,0.5472972972972973
S26,p2,Kumar,0.2S,0.527027027027027
S26,p2,Kumar,0.2S,0.5472972972972973
S26,p2,Kumar,0.2S,0.5202702702702703
S26,p2,Kumar,0.2S,0.5472972972972973
S26,p2,Kumar,0.2S,0.5337837837837838
S26,p2,Kumar,0.2S,0.5405405405405406
S26,p2,Kumar,0.2S,0.5
S26,p2,Kumar,0.2S,0.5067567567567568
S26,p2,MFA,1S,0.5033557046979866
S26,p2,MFA,1S,0.5436241610738255
S26,p2,MFA,1S,0.5704697986577181
S26,p2,MFA,1S,0.5503355704697986
S26,p2,MFA,1S,0.5436241610738255
S26,p2,MFA,1S,0.5570469798657718
S26,p2,MFA,1S,0.5436241610738255
S26,p2,MFA,1S,0.5369127516778524
S26,p2,MFA,1S,0.5704697986577181
S26,p2,MFA,1S,0.5436241610738255
S26,p2,MFA,0.8S,0.610738255033557
S26,p2,MFA,0.8S,0.6040268456375839
S26,p2,MFA,0.8S,0.5704697986577181
S26,p2,MFA,0.8S,0.6241610738255033
S26,p2,MFA,0.8S,0.5973154362416108
S26,p2,MFA,0.8S,0.6040268456375839
S26,p2,MFA,0.8S,0.6174496644295302
S26,p2,MFA,0.8S,0.5838926174496645
S26,p2,MFA,0.8S,0.5570469798657718
S26,p2,MFA,0.8S,0.5973154362416108
S26,p2,MFA,0.6S,0.6241610738255033
S26,p2,MFA,0.6S,0.6241610738255033
S26,p2,MFA,0.6S,0.6174496644295302
S26,p2,MFA,0.6S,0.6442953020134228
S26,p2,MFA,0.6S,0.610738255033557
S26,p2,MFA,0.6S,0.6577181208053692
S26,p2,MFA,0.6S,0.6577181208053692
S26,p2,MFA,0.6S,0.6442953020134228
S26,p2,MFA,0.6S,0.6577181208053692
S26,p2,MFA,0.6S,0.6308724832214765
S26,p2,MFA,0.4S,0.6174496644295302
S26,p2,MFA,0.4S,0.5838926174496645
S26,p2,MFA,0.4S,0.5771812080536913
S26,p2,MFA,0.4S,0.5838926174496645
S26,p2,MFA,0.4S,0.5973154362416108
S26,p2,MFA,0.4S,0.5906040268456376
S26,p2,MFA,0.4S,0.5973154362416108
S26,p2,MFA,0.4S,0.5704697986577181
S26,p2,MFA,0.4S,0.5973154362416108
S26,p2,MFA,0.4S,0.5973154362416108
S26,p2,MFA,0.2S,0.5302013422818792
S26,p2,MFA,0.2S,0.5167785234899329
S26,p2,MFA,0.2S,0.4966442953020134
S26,p2,MFA,0.2S,0.5167785234899329
S26,p2,MFA,0.2S,0.5100671140939598
S26,p2,MFA,0.2S,0.5570469798657718
S26,p2,MFA,0.2S,0.5167785234899329
S26,p2,MFA,0.2S,0.5234899328859061
S26,p2,MFA,0.2S,0.4899328859060403
S26,p2,MFA,0.2S,0.5369127516778524
S26,p3,Kumar,1S,0.5405405405405406
S26,p3,Kumar,1S,0.5540540540540541
S26,p3,Kumar,1S,0.5135135135135135
S26,p3,Kumar,1S,0.5135135135135135
S26,p3,Kumar,1S,0.5337837837837838
S26,p3,Kumar,1S,0.5067567567567568
S26,p3,Kumar,1S,0.5202702702702703
S26,p3,Kumar,1S,0.5135135135135135
S26,p3,Kumar,1S,0.5067567567567568
S26,p3,Kumar,1S,0.5202702702702703
S26,p3,Kumar,0.8S,0.5067567567567568
S26,p3,Kumar,0.8S,0.527027027027027
S26,p3,Kumar,0.8S,0.5540540540540541
S26,p3,Kumar,0.8S,0.5472972972972973
S26,p3,Kumar,0.8S,0.5540540540540541
S26,p3,Kumar,0.8S,0.5135135135135135
S26,p3,Kumar,0.8S,0.527027027027027
S26,p3,Kumar,0.8S,0.5878378378378378
S26,p3,Kumar,0.8S,0.5405405405405406
S26,p3,Kumar,0.8S,0.5472972972972973
S26,p3,Kumar,0.6S,0.49324324324324326
S26,p3,Kumar,0.6S,0.49324324324324326
S26,p3,Kumar,0.6S,0.5
S26,p3,Kumar,0.6S,0.527027027027027
S26,p3,Kumar,0.6S,0.5135135135135135
S26,p3,Kumar,0.6S,0.527027027027027
S26,p3,Kumar,0.6S,0.49324324324324326
S26,p3,Kumar,0.6S,0.5067567567567568
S26,p3,Kumar,0.6S,0.5202702702702703
S26,p3,Kumar,0.6S,0.5135135135135135
S26,p3,Kumar,0.4S,0.4391891891891892
S26,p3,Kumar,0.4S,0.4189189189189189
S26,p3,Kumar,0.4S,0.4391891891891892
S26,p3,Kumar,0.4S,0.43243243243243246
S26,p3,Kumar,0.4S,0.4189189189189189
S26,p3,Kumar,0.4S,0.4391891891891892
S26,p3,Kumar,0.4S,0.4527027027027027
S26,p3,Kumar,0.4S,0.44594594594594594
S26,p3,Kumar,0.4S,0.4391891891891892
S26,p3,Kumar,0.4S,0.4527027027027027
S26,p3,Kumar,0.2S,0.33783783783783783
S26,p3,Kumar,0.2S,0.3783783783783784
S26,p3,Kumar,0.2S,0.36486486486486486
S26,p3,Kumar,0.2S,0.36486486486486486
S26,p3,Kumar,0.2S,0.3918918918918919
S26,p3,Kumar,0.2S,0.34459459459459457
S26,p3,Kumar,0.2S,0.39864864864864863
S26,p3,Kumar,0.2S,0.35135135135135137
S26,p3,Kumar,0.2S,0.3783783783783784
S26,p3,Kumar,0.2S,0.36486486486486486
S26,p3,MFA,1S,0.5570469798657718
S26,p3,MFA,1S,0.5906040268456376
S26,p3,MFA,1S,0.6040268456375839
S26,p3,MFA,1S,0.5973154362416108
S26,p3,MFA,1S,0.5503355704697986
S26,p3,MFA,1S,0.5838926174496645
S26,p3,MFA,1S,0.6040268456375839
S26,p3,MFA,1S,0.5838926174496645
S26,p3,MFA,1S,0.5503355704697986
S26,p3,MFA,1S,0.5771812080536913
